DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
5/8/1969,6.87,0,3,0,16.2,0,5.7,2.5
5/9/1969,9.42,0,6,0,15.7,0,8,5.1
5/10/1969,8.58,0,5.3,0,19.6,0,9.1,6.3
5/11/1969,2.29,0,2.5,4,?,4,?,?
5/12/1969,5.66,4,0,4,?,4,?,?
5/13/1969,5.46,0,6.5,4,?,4,?,?
5/14/1969,7.54,0,3.9,0,17.4,0,9.8,7
5/15/1969,4.21,0,2.3,0,14.4,0,7,1
5/16/1969,10.29,0,0.6,0,16.8,0,7,2.8
5/17/1969,6.71,0,0.8,0,16,0,8,5.5
5/18/1969,12.46,0,0,0,13.2,0,4.5,1.2
5/19/1969,3.92,0,0,0,11.6,0,2.1,-3.1
5/20/1969,1.96,0,1.5,0,12.8,0,6.5,1
5/21/1969,4.17,0,0,0,16.5,0,9,3.5
5/22/1969,3.25,0,0.4,0,14,0,5.6,-0.8
5/23/1969,7.96,0,4.8,0,15.2,0,9.4,7.3
5/24/1969,9.96,0,1.4,0,15.9,0,10.1,9
5/25/1969,7.12,0,18,0,16,0,9.8,7
5/26/1969,5.17,0,4.2,0,14,0,6.8,6
5/27/1969,7.62,0,0.4,4,?,4,?,?
5/28/1969,6.79,0,3,0,15.4,0,8.6,6.6
5/29/1969,8.29,0,8.4,0,12.5,0,8.7,5.6
5/30/1969,8.42,0,0.9,4,?,4,?,?
5/31/1969,6.63,4,0,0,16.5,0,6.6,4.6
6/1/1969,4.71,0,0.1,0,16.5,0,4.8,2.2
6/2/1969,9.62,0,0.7,0,16.8,0,9,6
6/3/1969,8.58,0,2.8,0,17.4,0,12.2,11.6
6/4/1969,3.42,0,0,0,13.6,0,6,3.6
6/5/1969,2.96,0,0,0,13.8,0,3.2,0
6/6/1969,0.21,0,0,0,16,0,3,1.8
6/7/1969,4.42,0,0,0,16.3,0,8.5,8.5
6/8/1969,2.88,0,0,0,18.4,0,7.1,3.3
6/9/1969,3.75,0,0,0,18.6,0,8.2,5.4
6/10/1969,6.5,0,0,0,19.8,0,11,11
6/11/1969,3.29,0,0,0,19.5,0,8.2,4.4
6/12/1969,2.92,0,0,0,20.8,0,8.6,5.2
6/13/1969,3.79,0,0,0,19.8,0,11.4,8.5
6/14/1969,4.63,0,0,0,17.5,0,13,11.5
6/15/1969,10.46,0,4.5,0,17.5,0,12.8,10
6/16/1969,10.37,0,5.4,0,17.9,0,11.7,10.4
6/17/1969,11.29,0,0.3,0,18.5,0,11.3,8.5
6/18/1969,8.29,0,6.2,0,16.9,0,10.6,7.8
6/19/1969,13.42,0,12.9,0,15.9,0,10.5,8.7
6/20/1969,11.04,4,0,0,16.1,0,10.4,9.1
6/21/1969,9.38,0,1,0,16.9,0,6,0.3
6/22/1969,4.17,0,24.2,0,15.7,0,9.9,5.8
6/23/1969,3.63,0,1.5,0,14.8,0,7.6,2.5
6/24/1969,7,4,0,0,19.6,0,7.6,3
6/25/1969,5.71,0,1.3,0,21.2,0,8.2,4
6/26/1969,9.83,0,3.5,0,21.2,0,12.9,10.2
6/27/1969,9.54,0,0,0,18.4,0,8.4,3.5
6/28/1969,5.37,0,0,0,18,0,8.4,3.8
6/29/1969,5.96,0,0,0,20,0,11.2,6.2
6/30/1969,6.25,4,0,0,21,0,11.5,7.6
7/1/1969,7.92,0,0,0,21.4,0,16.2,13.4
7/2/1969,6,0,0.1,0,19.6,0,14,11.7
7/3/1969,4.21,0,0,0,18.8,0,8.5,4.2
7/4/1969,12.96,0,0,0,19.2,0,10.2,6.2
7/5/1969,9.17,0,0,0,17,0,10,3
7/6/1969,7.08,0,0.5,0,17.3,0,10,5.5
7/7/1969,12.21,0,3.1,0,16.8,0,8,5
7/8/1969,8.17,0,0.6,0,17.5,0,7.9,4.5
7/9/1969,7.62,0,0,0,18.6,0,7.9,7.5
7/10/1969,12.38,0,0,0,24.4,0,12.6,11.2
7/11/1969,13.92,0,0,0,23.3,0,14.4,13
7/12/1969,8.92,0,0,0,22,0,14.4,13
7/13/1969,6.67,0,0,0,20.1,0,13.6,11.4
7/14/1969,2.42,0,0,0,23,0,13.8,12.2
7/15/1969,3.71,0,0,0,22.2,0,11.8,6.8
7/16/1969,9,0,0,0,21.6,0,15.4,11.2
7/17/1969,7.87,0,0,0,18.8,0,10.6,6.8
7/18/1969,12.25,0,1,0,19.6,0,12.5,7
7/19/1969,16.25,4,0,0,23.3,0,12.5,?
7/20/1969,9.59,0,0,0,21.4,0,17,14.4
7/21/1969,8,0,0,0,26,0,16,11
7/22/1969,10.71,0,0.6,0,23,0,18,15
7/23/1969,3.5,0,0.3,0,20.5,0,14,13
7/24/1969,2.71,0,0,0,19.6,0,12,10.6
7/25/1969,7.96,0,23.8,0,22.5,0,9.8,3.8
7/26/1969,1.5,0,1,0,19.8,0,13.5,12.5
7/27/1969,4.71,0,0,0,20.3,0,10.8,6.8
7/28/1969,3.42,0,4.7,0,16.3,0,13.5,11
7/29/1969,8.42,0,0,0,18.7,0,8.4,5.3
7/30/1969,7.21,0,0,0,20.3,0,8,2
7/31/1969,7.04,0,0,0,21.4,0,13.5,9.3
8/1/1969,2.5,0,6.8,0,19.2,0,13.8,?
8/2/1969,6.63,0,0,0,19.8,0,12.7,?
8/3/1969,8,0,0,0,19.8,0,6.5,?
8/4/1969,9.59,4,0,0,22.4,0,8.4,?
8/5/1969,7.12,4,0,0,20.5,0,7.8,?
8/6/1969,5.63,4,0,0,19.5,0,4.2,?
8/7/1969,8.21,0,0,0,22.6,0,8.5,?
8/8/1969,5.58,0,2,0,25,0,12,?
8/9/1969,1.54,4,0,0,21.2,0,9.8,?
8/10/1969,5.5,0,0,0,20,0,7,?
8/11/1969,6.17,0,2.2,0,19.7,0,10.2,?
8/12/1969,7.21,0,11.1,0,15.9,0,7.2,?
8/13/1969,2.79,0,0,0,17.5,0,9,?
8/14/1969,2.42,0,0,0,17.5,0,8.5,?
8/15/1969,0.71,0,0,0,19.2,0,8,?
8/16/1969,3.5,0,0,0,19.8,0,9.2,?
8/17/1969,3.96,0,0,0,22.5,0,5.5,?
8/18/1969,4.92,0,0,0,22,0,11.9,?
8/19/1969,10.08,0,0.1,0,19.7,0,8.3,?
8/20/1969,13.59,0,5.8,0,18,0,6.5,?
8/21/1969,10.21,0,0,0,19.2,0,6.4,?
8/22/1969,10.79,0,2.7,0,15.9,0,4.6,?
8/23/1969,9.54,0,0,0,18.1,0,4.7,?
8/24/1969,7.87,0,4.9,0,16.1,0,2.5,?
8/25/1969,12.17,0,1.2,0,18.2,0,7,?
8/26/1969,15.79,0,0,0,19,0,8,?
8/27/1969,13,0,0,0,18.6,0,7.4,?
8/28/1969,8.92,0,2,0,16.1,0,8.1,?
8/29/1969,5.91,0,0,0,19.5,0,3.1,?
8/30/1969,5.21,0,0,0,19.6,0,4,?
8/31/1969,4.12,0,0,0,16.8,0,8.2,?
9/1/1969,6.34,0,0,0,15,0,2.6,?
9/2/1969,2.08,0,0,0,18.2,0,4,?
9/3/1969,3.83,0,0,0,17.8,0,2.2,?
9/4/1969,3.5,4,0,0,16.8,0,5.2,?
9/5/1969,4.92,0,0,0,17.5,0,8.8,?
9/6/1969,2.17,0,0,0,16,0,8.3,?
9/7/1969,2.42,0,0,0,18,0,2.7,?
9/8/1969,4,0,0,0,18.5,0,9,?
9/9/1969,10.04,0,27.9,0,20.5,0,4.5,?
9/10/1969,5.25,0,7.1,0,16,0,7.4,?
9/11/1969,6.83,0,0.1,0,15,0,6.7,?
9/12/1969,1.92,0,0,0,18,0,0.1,?
9/13/1969,3.25,0,0,0,16.5,0,4.9,?
9/14/1969,9.21,0,1.5,0,14.5,0,5.4,?
9/15/1969,6.92,0,0.8,0,15.4,0,8.2,?
9/16/1969,7.71,0,0.2,0,14.8,0,8.6,?
9/17/1969,3.75,0,0.8,0,16.4,0,8.4,?
9/18/1969,3.79,0,0,0,19,0,5.8,?
9/19/1969,3.54,0,0,0,17.6,0,2.8,?
9/20/1969,10.5,0,2.7,0,18,0,2.6,?
9/21/1969,16.17,0,1,0,21.2,0,9.6,?
9/22/1969,7.38,0,0.4,0,17.7,0,3.2,?
9/23/1969,10.37,0,0,0,21.4,0,2.5,?
9/24/1969,10.13,0,0,0,19,0,10.5,?
9/25/1969,9.96,0,0,0,17.4,0,1.2,?
9/26/1969,17.12,0,2,0,17.2,0,7,?
9/27/1969,6.46,0,0,0,15.5,0,2.3,?
9/28/1969,16.92,0,1.1,0,16.5,0,4,?
9/29/1969,5.75,0,0,0,14,1,-3,?
9/30/1969,11.38,0,0.1,0,14.1,0,2.3,?
10/1/1969,7.33,0,0.6,0,15.4,4,?,?
10/2/1969,16.42,0,1.8,0,17.8,4,?,?
10/3/1969,7.38,0,0,0,16.1,4,?,?
10/4/1969,8.08,0,0,0,18.5,4,?,?
10/5/1969,7.25,0,0.4,0,17.5,4,?,?
10/6/1969,8.04,0,0.7,0,17.4,4,?,?
10/7/1969,10.79,0,0.2,0,17.4,4,?,?
10/8/1969,14,4,0,0,21.2,4,?,?
10/9/1969,4.25,4,0,0,20.2,4,?,?
10/10/1969,1.17,4,0,0,20.5,4,?,?
10/11/1969,3.58,4,0,0,17.8,4,?,?
10/12/1969,10.63,0,0.2,0,16.2,4,?,?
10/13/1969,11.92,0,3.8,0,18.6,4,?,?
10/14/1969,11.5,0,0,2,16.9,4,?,?
10/15/1969,16.13,4,0,0,18.3,4,?,?
10/16/1969,9.87,0,0,0,18,4,?,?
10/17/1969,14.37,0,0,0,16.6,4,?,?
10/18/1969,4.33,0,0,0,16.6,4,?,?
10/19/1969,1.04,0,0.1,0,16.5,4,?,?
10/20/1969,1.38,0,0,0,12.6,4,?,?
10/21/1969,1.5,0,0,0,14.7,4,?,?
10/22/1969,3.33,0,0.6,0,16.1,4,?,?
10/23/1969,13.88,0,1.3,0,16.1,4,?,?
10/24/1969,13.42,0,1.7,2,15,4,?,?
10/25/1969,12.54,0,0.3,0,15.9,0,8.5,?
10/26/1969,9.29,4,0,0,16.4,0,14.3,?
10/27/1969,4.04,4,0,0,15.5,0,12.4,?
10/28/1969,8.25,0,0.1,0,16,0,12.5,?
10/29/1969,7.46,0,0,0,11.8,0,3.5,?
10/30/1969,11.58,4,0,0,13.2,0,5,?
10/31/1969,8.25,4,0,0,12.4,0,7.4,?
11/1/1969,13.37,4,0,0,15.6,0,8.2,0.2
11/2/1969,19.41,0,10,0,17.5,0,12,11
11/3/1969,4.75,0,20.5,0,9.5,0,9,8
11/4/1969,10,0,0.1,0,7.4,0,2.6,-1.7
11/5/1969,9.67,0,0,0,10,1,-0.2,-8
11/6/1969,2.88,0,0,0,12.8,0,0.5,-7
11/7/1969,11.29,0,1.2,0,10,1,-1.5,-9
11/8/1969,18.16,0,3,0,8.4,1,-0.6,-0.8
11/9/1969,10.71,0,4.6,0,7,0,4.4,-1
11/10/1969,12.87,0,3.8,0,8.8,0,2.6,-1.5
11/11/1969,5.79,0,15,0,6,0,5.5,0.5
11/12/1969,7.04,0,0,0,5.5,0,0,-5
11/13/1969,5.41,0,0,0,6.3,0,0.4,-5.9
11/14/1969,4.29,0,1.2,0,3.6,1,-2.6,-9.7
11/15/1969,9.79,0,0.7,0,6.6,1,-1,-4.3
11/16/1969,11.96,0,0.8,0,6.5,1,-0.1,-6.6
11/17/1969,10.25,4,0,0,8.8,1,-0.8,-6.5
11/18/1969,16.25,4,0,0,12.6,0,0,-1.2
11/19/1969,19.25,0,0.8,0,12.2,0,8.5,6.2
11/20/1969,11.96,0,0.2,0,9,0,4.4,-0.4
11/21/1969,2.96,0,15.4,0,7,0,3,-0.7
11/22/1969,2.58,0,0,0,8.4,1,-0.4,-4.6
11/23/1969,14.96,0,0,0,8.4,0,1.8,-2
11/24/1969,8.92,0,1.1,0,6.2,1,-0.1,-4.5
11/25/1969,9.5,0,0,0,6,1,-0.5,-6.5
11/26/1969,8.21,0,0.3,0,6,1,-2.6,-10.5
11/27/1969,13.17,0,0.5,0,8,1,-1,-1.2
11/28/1969,12.38,0,0,0,2.5,1,-0.6,-6.5
11/29/1969,9.5,0,0.1,0,3.8,1,-2.5,-7.4
11/30/1969,7.71,0,1.4,0,8,1,-0.5,-3.5
12/1/1969,8.96,0,0,0,8.9,0,3.6,-2
12/2/1969,12.87,0,5.9,0,10.9,0,6,0.5
12/3/1969,12.21,0,0.7,0,8.8,0,8,5
12/4/1969,7.21,0,0,0,4.1,1,-0.1,-5.4
12/5/1969,8,0,0.9,0,8.7,1,-1.1,-7.9
12/6/1969,11.04,0,0.2,0,10.2,0,0.2,?
12/7/1969,15.54,0,0.2,0,11.5,0,2.5,-3.6
12/8/1969,7.25,4,0,0,10.6,0,9,6.8
12/9/1969,5.5,4,0,0,9.6,0,6,-1.4
12/10/1969,7.5,0,1.5,0,10.5,0,5.8,2.4
12/11/1969,5.66,0,0.3,0,5.1,1,-0.7,-8.3
12/12/1969,2.88,0,0.1,0,4.8,1,-4.5,-10
12/13/1969,11.34,0,4.4,0,9,1,-5.8,-10.8
12/14/1969,14.92,4,0,0,8.5,0,4.8,3
12/15/1969,12.92,0,0,0,5,0,1.9,-1.6
12/16/1969,7.12,0,5.2,0,5.8,1,-3,-10.4
12/17/1969,17.67,0,7.1,0,5.5,1,-3,-4
12/18/1969,10.13,0,7.6,0,6.3,0,1.5,?
12/19/1969,11.79,0,0,0,9.8,0,2.8,1.6
12/20/1969,8.75,0,11.1,0,12.3,0,0.6,-5.5
12/21/1969,14.46,0,4.6,0,14.2,0,1,?
12/22/1969,13.33,0,0.9,0,9.4,0,5.1,0.5
12/23/1969,10.5,0,0.2,0,10.9,0,5.1,-0.9
12/24/1969,4.96,0,0,0,7.5,0,5.2,-0.9
12/25/1969,6.21,0,2.3,0,5.3,0,0.5,-4.7
12/26/1969,5.25,0,0,0,3.3,1,-0.9,-6.5
12/27/1969,3.04,0,0,0,4.8,1,-1.4,-8.2
12/28/1969,9.71,4,0,0,5.6,1,-4.5,-11.1
12/29/1969,14.29,4,0,0,4.8,0,1.5,0
12/30/1969,16.79,4,0,0,5.5,0,0.5,0
12/31/1969,14.58,4,0,0,4,0,3,0.2
1/1/1970,9,0,0.3,0,5.6,0,1,-1.5
1/2/1970,8.58,0,0.3,0,6.8,0,1.2,1.2
1/3/1970,5.13,0,2,0,1.1,1,-1.5,-6
1/4/1970,8.92,0,0.1,0,0.8,1,-6,-12
1/5/1970,12.33,0,0.5,0,2.5,1,-6.1,-11.5
1/6/1970,10.34,0,0,0,2.2,1,-3.2,-8
1/7/1970,8.58,0,0.3,0,4.6,1,-8,-13.5
1/8/1970,19.08,0,3.1,0,8,1,-8,?
1/9/1970,13.54,0,6.4,0,8.8,0,2.4,0.5
1/10/1970,4.63,0,2.7,0,8.8,0,4.4,-2.5
1/11/1970,5.5,0,7.8,0,7.5,0,2.4,-2.2
1/12/1970,6.13,0,3.3,0,7,0,5.5,5
1/13/1970,11.29,0,8.7,0,9.3,1,-2.8,-9.6
1/14/1970,9.62,0,1.1,0,9.2,0,5.9,3.8
1/15/1970,6,0,1,0,8.2,0,5.6,1.1
1/16/1970,3.83,0,1.3,0,7.5,0,4.9,4.8
1/17/1970,16.54,0,6,0,11.3,0,4.6,-1
1/18/1970,12.87,0,0.1,0,12,0,6,5.3
1/19/1970,16.79,0,1.3,0,10.6,0,3,-5.5
1/20/1970,9.96,0,0.6,0,12.2,0,6.5,-1
1/21/1970,13.33,0,0.5,0,12.7,0,7,8
1/22/1970,8.54,0,4.1,0,12.8,0,4.5,-1.8
1/23/1970,11.29,0,0.4,0,8.5,0,5.4,3.5
1/24/1970,11.08,0,2.6,0,9.8,0,2.5,-2.1
1/25/1970,2.25,0,0.3,0,12,0,2.8,-2.6
1/26/1970,7.04,0,0.1,0,8.6,0,2.5,-2.8
1/27/1970,5.17,0,0.2,0,7.5,1,-1.2,-8
1/28/1970,13.75,0,0,0,8,1,-1.5,-1
1/29/1970,10.83,0,1,0,7.1,0,5.7,4.5
1/30/1970,5.66,0,0,0,6.3,0,5.6,5
1/31/1970,17.54,0,1.5,0,10.4,0,5.1,2.6
2/1/1970,18.25,0,3,0,11.2,0,5,5
2/2/1970,13.96,0,3.4,0,8,0,5.5,2
2/3/1970,14.29,0,7.3,0,8.4,0,3,-0.9
2/4/1970,5.63,0,0,0,4.3,0,0.6,-4.9
2/5/1970,5.33,0,0,0,6.4,1,-2.3,-9
2/6/1970,7.17,0,0.6,0,5.7,1,-3.3,-11.2
2/7/1970,17.54,0,0,0,6.8,1,-2,?
2/8/1970,15.5,0,3.2,0,6.5,0,2.6,-0.6
2/9/1970,17,0,2.6,0,4.5,0,1.2,-2
2/10/1970,10.83,0,0.1,0,6.2,0,0.8,-1.8
2/11/1970,6.5,0,0.2,0,5.4,1,-2.4,-7.8
2/12/1970,10.13,0,1.1,0,4,0,0.2,0.1
2/13/1970,8.75,0,1.6,0,3.8,1,-4,-6
2/14/1970,5.91,0,0.4,0,3.8,1,-2.2,-7.5
2/15/1970,5.41,0,0.2,0,2.8,1,-1.2,-6
2/16/1970,7.67,0,9.2,0,4,1,-0.7,-6
2/17/1970,15.79,1,0.8,0,5.7,0,0.5,-0.8
2/18/1970,13.5,0,2.8,0,8.5,0,0.9,-3
2/19/1970,16.54,0,3.5,0,11.6,0,2.6,1
2/20/1970,17.04,0,6,0,10.8,0,1.8,-1.5
2/21/1970,21.96,0,6.8,0,11.5,0,2.9,?
2/22/1970,16.88,0,3.4,0,8.5,0,6.6,4.4
2/23/1970,15.29,0,0.1,0,8.9,0,2.4,0.2
2/24/1970,15.29,0,1.8,0,7.6,0,1.6,-3.4
2/25/1970,10.88,0,0,0,7.3,0,1,-1.5
2/26/1970,4.33,0,0,0,7.3,1,-0.4,-6.2
2/27/1970,7.67,0,1.3,0,5.9,1,-3.4,-10.4
2/28/1970,6.42,0,0,0,6.1,0,2.4,-1.5
3/1/1970,14.62,0,0.9,0,10.5,1,-1.4,-9.3
3/2/1970,10.63,0,0.2,0,5.8,0,3.4,0.3
3/3/1970,10.25,0,3.9,0,6.2,1,-2,-6.9
3/4/1970,13.62,0,0,0,5.5,1,-0.3,-1.2
3/5/1970,8.83,4,0,0,3.8,1,-1.9,-7
3/6/1970,8.5,4,0,0,7,1,-0.8,-7.8
3/7/1970,10.29,4,0,0,4.8,1,-1.8,-6.8
3/8/1970,11.21,0,1.3,0,6.8,0,1,-1.5
3/9/1970,7.25,0,0.9,0,6.6,0,1.4,-2.6
3/10/1970,10.08,0,7.4,0,6.2,1,-1,-6
3/11/1970,16.88,0,5.8,0,7.5,0,1,-0.1
3/12/1970,14.37,0,2.3,0,5.6,0,1.5,-0.2
3/13/1970,16.75,0,0,0,6,0,2.4,0
3/14/1970,7.29,0,0,0,8.4,0,2.1,-3.5
3/15/1970,8.33,0,0,0,10.2,0,3,-1
3/16/1970,14.92,0,0.5,0,11.5,0,4.7,1.1
3/17/1970,22.04,0,0.1,0,14,0,5,?
3/18/1970,19.7,0,0.4,0,8.5,0,2,0.5
3/19/1970,12.25,0,0.3,0,10.5,0,1.5,-2.5
3/20/1970,15.29,0,0,0,14.6,0,5.4,?
3/21/1970,7.38,0,6.8,0,9.3,0,7.4,4.6
3/22/1970,5.25,0,0.3,0,10.5,1,-1,-7.1
3/23/1970,11.34,0,1.3,0,8.8,0,4.4,-1.4
3/24/1970,8.17,4,0,0,6.8,0,2.8,-1.8
3/25/1970,4.25,0,0.2,0,9.8,1,-3,-9
3/26/1970,11.58,0,0.2,0,9.8,1,-0.4,-2.6
3/27/1970,11.92,0,0,0,7.5,1,-0.9,-6.7
3/28/1970,13.46,4,0,0,12.1,0,3.2,-0.6
3/29/1970,16.38,0,1.3,0,11.8,0,5.4,1.4
3/30/1970,19,0,2,0,10.7,0,5.5,2.1
3/31/1970,15.16,0,0.2,0,8.8,0,3.2,-0.6
4/1/1970,13.08,0,0.2,0,6.8,1,-2,-7
4/2/1970,10.83,0,0,0,9.7,1,-0.6,-7
4/3/1970,12.04,0,0,0,10.7,0,2.4,-3
4/4/1970,11.34,0,0.5,0,12.3,0,3.1,-2.2
4/5/1970,14.25,0,2.5,0,11,0,4.5,-1.2
4/6/1970,14.42,0,0,0,8.8,0,3.1,-0.6
4/7/1970,8,0,0.5,0,8.5,1,-0.5,-7.3
4/8/1970,7.46,0,0.5,0,8.2,0,0.1,-5.7
4/9/1970,8.92,0,0,0,8.9,0,0.4,-4.5
4/10/1970,6.25,0,8.6,0,8.4,0,1.4,-1.4
4/11/1970,3.96,0,11.7,0,6.9,0,2.2,1.5
4/12/1970,14.58,0,15.6,0,5.8,0,3.4,1.6
4/13/1970,4.96,4,0,0,10.4,1,-0.2,-4.4
4/14/1970,5.66,0,4,0,13.8,0,4,-0.2
4/15/1970,9.71,0,5,0,16.4,0,7.8,8.4
4/16/1970,13.17,0,0.1,0,15,0,11.4,10.1
4/17/1970,11.75,0,2,0,17.2,0,11.2,7.6
4/18/1970,11,0,3,0,14,0,6.8,3.6
4/19/1970,11.08,0,1.1,0,11.4,0,2,-1.8
4/20/1970,15.41,0,2.5,0,11.4,0,2.1,-1
4/21/1970,14.58,0,7.6,0,13.8,0,4,?
4/22/1970,19.55,0,3.2,0,14.5,0,8,8.1
4/23/1970,16.21,4,0,0,12.4,0,8.5,7.6
4/24/1970,6.92,0,15.7,0,12.5,0,0.9,-4.4
4/25/1970,19.41,0,0.1,0,10.5,0,5,5.5
4/26/1970,12.12,0,0,0,10.8,0,2,-3.5
4/27/1970,7.33,0,0.5,0,10.2,0,0,-5.9
4/28/1970,13.83,0,1.6,0,11.1,0,2.9,-1.6
4/29/1970,9.04,0,1.1,0,13.2,0,3,-1.9
4/30/1970,8.29,0,0,0,16.3,0,6.5,7.4
5/1/1970,12.75,0,0,0,18,0,10.3,6.7
5/2/1970,16.66,0,0,0,19.8,0,10.4,10.4
5/3/1970,9.71,0,0,0,16.5,0,10.1,5.7
5/4/1970,9.25,4,0,0,15.4,0,10,2.5
5/5/1970,6.79,0,0,0,15.8,0,9.8,8
5/6/1970,3.37,0,8.1,0,12.2,0,9,6
5/7/1970,5.91,0,0.6,0,14.2,0,8.1,4.8
5/8/1970,7.92,4,0,0,17.5,0,9.5,6.2
5/9/1970,12.5,0,0,0,11.4,0,8.2,7.6
5/10/1970,10.21,0,0.7,0,12.8,0,9.2,8.8
5/11/1970,5.75,0,0,0,13.8,0,9,8.8
5/12/1970,7.25,0,0,0,17.5,0,8.4,2.5
5/13/1970,2.54,0,0,0,17.5,0,5.4,-1
5/14/1970,3.25,0,0,0,17,0,5.9,-0.9
5/15/1970,3.83,0,0,0,16.4,0,8.4,2.6
5/16/1970,7.17,0,0,0,15.4,0,8.1,1.5
5/17/1970,2.79,0,0,0,16.6,0,9.3,2.2
5/18/1970,8.54,0,0.5,0,18.8,0,12.4,6.6
5/19/1970,12.04,0,0,0,16,0,9.4,9
5/20/1970,15.83,0,0.6,0,18,0,8.7,4.8
5/21/1970,17.37,0,0.2,0,14.8,0,8.5,4.6
5/22/1970,8.87,0,0,0,17.1,0,7.9,3.7
5/23/1970,8.75,0,0,0,18.4,0,9.2,5.5
5/24/1970,10.08,0,2.2,0,17.9,0,10.9,6
5/25/1970,14.17,0,0,0,17.6,0,10,4.2
5/26/1970,13.37,0,0,0,19.5,0,10.6,6.1
5/27/1970,6.46,0,0,0,20,0,10.3,4.2
5/28/1970,5.33,0,0,0,15.6,0,10.5,7
5/29/1970,6.04,0,0,0,16.6,0,8.5,0
5/30/1970,10.58,0,0,0,16.6,0,9.4,6.2
5/31/1970,13.37,0,0,0,21,0,12,8
6/1/1970,4.12,0,0.5,0,17.2,0,11.4,10.4
6/2/1970,6.5,0,0,0,19.6,0,12.2,8.4
6/3/1970,6.75,0,0,0,23.6,0,11.9,6.3
6/4/1970,11.08,0,0,0,19.4,0,11.2,3.5
6/5/1970,8.33,0,0,0,18.5,0,10.4,3.5
6/6/1970,5.91,0,0,0,19,0,9.8,1.7
6/7/1970,5.04,0,0,0,21.5,0,10.4,5
6/8/1970,3.42,0,0,0,21.5,0,11.8,6.5
6/9/1970,1.46,0,0,0,23.5,0,11.5,10.5
6/10/1970,1.63,0,0,0,25.3,0,11.4,11.4
6/11/1970,2.42,0,0,0,22.5,0,13.6,9.9
6/12/1970,2.25,0,0,0,18.2,0,13.5,10.9
6/13/1970,3.13,0,0,0,20.9,0,13.1,11.5
6/14/1970,5.21,0,0,0,19.4,0,13,8.4
6/15/1970,1.75,0,0,0,22.4,0,8.6,4.5
6/16/1970,9.25,0,0,0,16.8,0,10.8,8
6/17/1970,11.96,0,1.3,0,18.6,0,12.2,10.4
6/18/1970,2,0,2.3,0,19.5,0,13.5,12.5
6/19/1970,2.42,0,0,0,21.2,0,13.8,13.2
6/20/1970,7.21,0,0,0,19.8,0,14,12
6/21/1970,15.41,0,1.1,0,18.4,0,13.2,?
6/22/1970,8.92,0,1.6,0,20,0,11.4,9.6
6/23/1970,8.33,0,2.8,0,18,0,10.5,8
6/24/1970,14.5,0,0.4,0,19.2,0,13.4,13
6/25/1970,9.29,0,0,0,19.5,0,10.7,8
6/26/1970,7.83,0,2.2,0,18,0,13,9
6/27/1970,4.79,0,10.2,0,18.5,0,12,7.5
6/28/1970,13.67,0,1.5,0,17.2,0,12.5,11.2
6/29/1970,15.92,0,1.4,0,16.8,0,10,8
6/30/1970,7.87,0,2.2,0,16,0,9.8,5
7/1/1970,19.95,0,2.2,0,16.1,0,10.5,8.3
7/2/1970,18.29,0,0,0,16.7,0,10,7.4
7/3/1970,9.42,0,0.2,0,18.8,0,9.1,5
7/4/1970,12.12,0,0.3,0,19.5,0,13.8,13
7/5/1970,9,0,0,0,23,0,12.1,8.6
7/6/1970,7.08,0,0,0,22.6,0,15.4,13.7
7/7/1970,3.21,0,0,0,20.2,0,12.2,6.1
7/8/1970,6.34,0,5.4,0,22,0,14.9,9.4
7/9/1970,12.62,0,0.4,0,16.7,0,10.5,8.9
7/10/1970,10.79,0,3.8,0,18.3,0,9,5
7/11/1970,15.87,0,0,0,18,0,12,8
7/12/1970,17.5,0,0,0,24,0,13.4,11.9
7/13/1970,14.58,0,3.7,0,18.4,0,12.9,10
7/14/1970,12.87,0,0.3,0,16.4,0,9.4,8.8
7/15/1970,12.46,0,0,0,17,0,8.6,5
7/16/1970,7.41,0,0,0,20,0,8.7,4.1
7/17/1970,8.71,0,0,0,22.6,0,12.6,9.6
7/18/1970,11.04,0,2.5,0,21.8,0,13.9,12.5
7/19/1970,8.21,0,0,0,17.8,0,12.5,11.5
7/20/1970,9.33,0,0.5,0,15.5,0,7.6,4
7/21/1970,9.17,0,0,0,16.1,0,7.4,2.4
7/22/1970,5.79,0,5.5,0,19.6,0,5.8,-1
7/23/1970,4.58,0,11.1,0,23.2,0,12.3,11.6
7/24/1970,10.79,0,6,0,21.1,0,14.2,12.6
7/25/1970,10.34,0,7.1,0,19,0,9.7,6.5
7/26/1970,8.08,0,9.8,0,19,0,12.5,7.5
7/27/1970,7.79,0,0.3,0,21.2,0,14.5,14
7/28/1970,7.41,0,1,0,20,0,12,7.5
7/29/1970,6.96,0,0,0,18.2,0,10,5
7/30/1970,12.17,4,0,0,21.6,0,13,9.8
7/31/1970,4.67,0,0.1,0,19.8,0,16,14.8
8/1/1970,2.58,0,0,0,21,0,15.6,13.8
8/2/1970,2.62,0,0,0,21.6,0,15,14.2
8/3/1970,4.5,0,14.8,0,22.2,0,12.2,6.6
8/4/1970,2.25,0,0.1,0,21.5,0,14.8,12.6
8/5/1970,5.37,0,0.1,0,16.6,0,13.3,6.8
8/6/1970,3.04,0,0.7,0,16.6,0,14.8,11.4
8/7/1970,1.29,0,0,0,17,0,13,11
